"Gene.stable.ID","Gene.name"
"ENSMMUG00000015852","SYNDIG1"
"ENSMMUG00000019388","MPDZ"
"ENSMMUG00000000118","PLAGL2"
"ENSMMUG00000027073","MIR15A"
"ENSMMUG00000011506","RIC8A"
"ENSMMUG00000010296","ERG"
"ENSMMUG00000032685","RNU6-278P"
"ENSMMUG00000021372","EMID1"
"ENSMMUG00000018844","FAM9B"
"ENSMMUG00000055423","FGF22"
"ENSMMUG00000014534","PITPNB"
"ENSMMUG00000057568","GLIS3"
"ENSMMUG00000013180","TASOR2"
"ENSMMUG00000003482","GLRA2"
"ENSMMUG00000018191","ANOS1"
"ENSMMUG00000063497","IL3RA"
"ENSMMUG00000063629","CST4"
"ENSMMUG00000063629","CST1"
"ENSMMUG00000063629","CST2"
"ENSMMUG00000051298","IFNA13"
"ENSMMUG00000051298","IFNA1"
"ENSMMUG00000039757","RN7SL555P"
"ENSMMUG00000020101","ZDHHC8"
"ENSMMUG00000003590","SUPT20H"
"ENSMMUG00000021723","B4GALNT4"
"ENSMMUG00000000787","DIS3"
"ENSMMUG00000016064","C1QL3"
"ENSMMUG00000003334","MYO18B"
"ENSMMUG00000019956","PANK2"
"ENSMMUG00000045017","KDM5D"
"ENSMMUG00000010673","LRRC75B"
"ENSMMUG00000054705","RGL4"
"ENSMMUG00000053482","PCDH20"
"ENSMMUG00000053482","AL592490.1"
"ENSMMUG00000021137","TMX4"
"ENSMMUG00000023798","PHYH"
"ENSMMUG00000057951","RNU6-1149P"
"ENSMMUG00000013927","POLR2E"
"ENSMMUG00000056220","FSTL3"
"ENSMMUG00000044436","RN7SL754P"
"ENSMMUG00000046054","SEC14L4"
"ENSMMUG00000009721","CLDN10"
"ENSMMUG00000001349","CHL1"
"ENSMMUG00000062575","GTF2F2"
"ENSMMUG00000006979","EIF2S3"
"ENSMMUG00000022087","PRAG1"
"ENSMMUG00000001847","CNTN4"
"ENSMMUG00000007341","IGLL1"
"ENSMMUG00000058918","RNA5SP532"
"ENSMMUG00000058918","RNA5SP528"
"ENSMMUG00000028238","RNY3P10"
"ENSMMUG00000000590","NPRL3"
"ENSMMUG00000005292","BCOR"
"ENSMMUG00000021370","KREMEN1"
"ENSMMUG00000059223","Metazoa_SRP"
"ENSMMUG00000057274","HBM"
"ENSMMUG00000027113","MIR491"
"ENSMMUG00000055280","TMSB4Y"
"ENSMMUG00000020325","PIWIL3"
"ENSMMUG00000016731","CCDC171"
"ENSMMUG00000040500","DNAJC3"
"ENSMMUG00000014309","ZNF280A"
"ENSMMUG00000010180","PINX1"
"ENSMMUG00000015768","CBARP"
"ENSMMUG00000000615","CAPN15"
"ENSMMUG00000015850","ITIH5"
"ENSMMUG00000035595","RNU6-54P"
"ENSMMUG00000004625","PGGHG"
"ENSMMUG00000013925","AP000311.1"
"ENSMMUG00000013925","ATP5PO"
"ENSMMUG00000015737","PIGA"
"ENSMMUG00000013981","TAB3"
"ENSMMUG00000006944","GATA3"
"ENSMMUG00000037684","AL049634.2"
"ENSMMUG00000037684","SIRPB1"
"ENSMMUG00000000135","SLC1A1"
"ENSMMUG00000004012","PHRF1"
"ENSMMUG00000061754","SNRPB2"
"ENSMMUG00000044896","ERICH6B"
"ENSMMUG00000020289","CD83"
"ENSMMUG00000025599","AL022724.1"
"ENSMMUG00000013786","DSTN"
"ENSMMUG00000017144","RTL10"
"ENSMMUG00000008483","BPHL"
"ENSMMUG00000050135","FAM90A7P"
"ENSMMUG00000050135","FAM90A22P"
"ENSMMUG00000050135","FAM90A23P"
"ENSMMUG00000050135","FAM90A14P"
"ENSMMUG00000050135","FAM90A18P"
"ENSMMUG00000050135","FAM90A16P"
"ENSMMUG00000050135","FAM90A8P"
"ENSMMUG00000050135","FAM90A17P"
"ENSMMUG00000050135","FAM90A19P"
"ENSMMUG00000050135","FAM90A9P"
"ENSMMUG00000050135","FAM90A10P"
"ENSMMUG00000057605","ODF3L2"
"ENSMMUG00000046397","RN7SL556P"
"ENSMMUG00000058583","REM1"
"ENSMMUG00000049842","ZNF705G"
"ENSMMUG00000049842","ZNF705B"
"ENSMMUG00000017119","WDR37"
"ENSMMUG00000000603","ARHGDIG"
"ENSMMUG00000023140","KAT14"
"ENSMMUG00000005980","GGT5"
"ENSMMUG00000037227","AP000254.1"
"ENSMMUG00000005174","DSCAM"
"ENSMMUG00000063377","CYSLTR2"
"ENSMMUG00000040034","CABP7"
"ENSMMUG00000011105","FBXO25"
"ENSMMUG00000018053","ZBTB21"
"ENSMMUG00000010783","RNH1"
"ENSMMUG00000059677","MRAP"
"ENSMMUG00000025707","Y_RNA"
"ENSMMUG00000004713","HORMAD2"
"ENSMMUG00000001700","STAM"
"ENSMMUG00000057286","LY86"
"ENSMMUG00000013749","FERMT1"
"ENSMMUG00000008549","CNTN6"
"ENSMMUG00000013131","SYTL5"
"ENSMMUG00000018081","UBASH3A"
"ENSMMUG00000057607","SERTM1"
"ENSMMUG00000016317","SLITRK6"
"ENSMMUG00000062608","SMIM34A"
"ENSMMUG00000014626","PCSK2"
"ENSMMUG00000015279","SMARCA2"
"ENSMMUG00000023314","OR4F17"
"ENSMMUG00000028447","AL049759.1"
"ENSMMUG00000017120","ADARB2"
"ENSMMUG00000037281","RNU6-225P"
"ENSMMUG00000061976","SIRPD"
"ENSMMUG00000009677","MED16"
"ENSMMUG00000056464","NUDT15"
"ENSMMUG00000003703","CRYZL1"
"ENSMMUG00000015566","HLCS"
"ENSMMUG00000063970","RNU6-1076P"
"ENSMMUG00000063970","RNU6-447P"
"ENSMMUG00000011231","GRM7"
"ENSMMUG00000018575","KDM1B"
"ENSMMUG00000036103","RNU6-576P"
"ENSMMUG00000052328","FAM20C"
"ENSMMUG00000004949","PDGFA"
"ENSMMUG00000042402","RN7SL547P"
"ENSMMUG00000000141","CDC37L1"
"ENSMMUG00000008678","SIRT5"
"ENSMMUG00000000604","PDIA2"
"ENSMMUG00000035762","RNU1-142P"
"ENSMMUG00000003201","MID1IP1"
"ENSMMUG00000000560","DGCR6L"
"ENSMMUG00000050623","PPP1R3B"
"ENSMMUG00000018194","PNPLA4"
"ENSMMUG00000021275","XKR5"
"ENSMMUG00000022618","RAB9A"
"ENSMMUG00000010839","SGSM1"
"ENSMMUG00000003560","UCHL3"
"ENSMMUG00000009331","C20orf141"
"ENSMMUG00000064123","RNU6-1257P"
"ENSMMUG00000061925","IGLV7-43"
"ENSMMUG00000022702","GART"
"ENSMMUG00000051720","SOX8"
"ENSMMUG00000011153","ACTB"
"ENSMMUG00000062485","ESF1"
"ENSMMUG00000056374","RN7SL818P"
"ENSMMUG00000056374","RN7SL725P"
"ENSMMUG00000021807","ABCC4"
"ENSMMUG00000017058","UNCX"
"ENSMMUG00000010028","LZTS3"
"ENSMMUG00000014926","EPSTI1"
"ENSMMUG00000061249","ASMTL"
"ENSMMUG00000026853","MIR124-1"
"ENSMMUG00000016609","NUFIP1"
"ENSMMUG00000017336","PDHA1"
"ENSMMUG00000012897","KIF3B"
"ENSMMUG00000047795","RN7SL263P"
"ENSMMUG00000022077","HSPA12B"
"ENSMMUG00000001809","GPCPD1"
"ENSMMUG00000009472","ARHGEF10"
"ENSMMUG00000021380","AP1B1"
"ENSMMUG00000045556","NIPSNAP1"
"ENSMMUG00000033239","RNU6-535P"
"ENSMMUG00000008516","SPECC1L"
"ENSMMUG00000008516","SPECC1L-ADORA2A"
"ENSMMUG00000027096","MIR339"
"ENSMMUG00000023448","CNTLN"
"ENSMMUG00000028360","AL732366.1"
"ENSMMUG00000017876","TNFSF11"
"ENSMMUG00000009201","ABHD12"
"ENSMMUG00000008017","ZNF280B"
"ENSMMUG00000060210","KCTD12"
"ENSMMUG00000002533","PIBF1"
"ENSMMUG00000044861","IGLL5"
"ENSMMUG00000044861","IGLC1"
"ENSMMUG00000044861","IGLC2"
"ENSMMUG00000044861","IGLC3"
"ENSMMUG00000044861","IGLC7"
"ENSMMUG00000000143","AK3"
"ENSMMUG00000064600","RNU6-591P"
"ENSMMUG00000061804","ECHDC3"
"ENSMMUG00000000392","TPSG1"
"ENSMMUG00000009685","KISS1R"
"ENSMMUG00000053333","ASMTL"
"ENSMMUG00000026849","MIR185"
"ENSMMUG00000050428","RN7SL690P"
"ENSMMUG00000051532","EDN1"
"ENSMMUG00000021331","EBF4"
"ENSMMUG00000060270","IGLV7-43"
"ENSMMUG00000065088","EDEM1"
"ENSMMUG00000003275","PAK5"
"ENSMMUG00000058576","AL137186.3"
"ENSMMUG00000022142","DDX53"
"ENSMMUG00000050277","DMAC1"
"ENSMMUG00000002896","SSTR5"
"ENSMMUG00000003701","DONSON"
"ENSMMUG00000023689","MAGEB17"
"ENSMMUG00000017141","NUDT5"
"ENSMMUG00000043964","RN7SL515P"
"ENSMMUG00000022393","CST11"
"ENSMMUG00000051095","CRLF2"
"ENSMMUG00000057558","SMPX"
"ENSMMUG00000009528","THSD1"
"ENSMMUG00000001371","SLC22A23"
"ENSMMUG00000018517","DEFA1"
"ENSMMUG00000018517","DEFA1B"
"ENSMMUG00000018517","DEFA3"
"ENSMMUG00000014785","SNRNP48"
"ENSMMUG00000016063","PTER"
"ENSMMUG00000014255","TLR8"
"ENSMMUG00000005066","PPEF1"
"ENSMMUG00000057875","RBMY1B"
"ENSMMUG00000057875","RBMY1A1"
"ENSMMUG00000057875","RBMY1D"
"ENSMMUG00000057875","RBMY1E"
"ENSMMUG00000057875","RBMY1F"
"ENSMMUG00000057875","RBMY1J"
"ENSMMUG00000053143","WASHC1"
"ENSMMUG00000042368","SERPINB1"
"ENSMMUG00000004605","CLIC6"
"ENSMMUG00000011064","SNAP25"
"ENSMMUG00000003428","B3GALT5"
"ENSMMUG00000061090","RNA5SP532"
"ENSMMUG00000061090","RNA5SP528"
"ENSMMUG00000022167","PI4KA"
"ENSMMUG00000018084","RSPH1"
"ENSMMUG00000015103","TPSB2"
"ENSMMUG00000015103","TPSAB1"
"ENSMMUG00000059203","Y_RNA"
"ENSMMUG00000002638","WDR18"
"ENSMMUG00000053412","OVOL2"
"ENSMMUG00000005063","CDKL5"
"ENSMMUG00000064307","U2AF1"
"ENSMMUG00000060734","ACOD1"
"ENSMMUG00000009206","KIN"
"ENSMMUG00000038165","RN7SL14P"
"ENSMMUG00000063154","SLC7A4"
"ENSMMUG00000056862","Metazoa_SRP"
"ENSMMUG00000053198","CCDC117"
"ENSMMUG00000018395","RRAGA"
"ENSMMUG00000052297","OLAH"
"ENSMMUG00000057360","SCT"
"ENSMMUG00000014047","BMX"
"ENSMMUG00000016530","NEK3"
"ENSMMUG00000017033","LCP1"
"ENSMMUG00000009420","DHRS12"
"ENSMMUG00000013037","PCDH8"
"ENSMMUG00000057044","RNU7-87P"
"ENSMMUG00000005451","NEFH"
"ENSMMUG00000002686","TOPORS"
"ENSMMUG00000043715","EIF1AY"
"ENSMMUG00000062314","RNY4P14"
"ENSMMUG00000056074","DEFB104B"
"ENSMMUG00000056074","DEFB104A"
"ENSMMUG00000003108","TPSD1"
"ENSMMUG00000019409","PAX1"
"ENSMMUG00000000182","RNF216"
"ENSMMUG00000062847","PRNP"
"ENSMMUG00000048407","MIR4790"
"ENSMMUG00000052877","RNU6-793P"
"ENSMMUG00000019891","AKR1C8P"
"ENSMMUG00000065092","RN7SL818P"
"ENSMMUG00000065092","RN7SL725P"
"ENSMMUG00000028060","RNY1P5"
"ENSMMUG00000020515","ADGRG2"
"ENSMMUG00000006952","PTPRD"
"ENSMMUG00000006455","CIAO3"
"ENSMMUG00000051054","RNU6-2"
"ENSMMUG00000019068","HACD4"
"ENSMMUG00000018720","CKAP2"
"ENSMMUG00000052012","Y_RNA"
"ENSMMUG00000016361","APOO"
"ENSMMUG00000022236","MTMR3"
"ENSMMUG00000007169","TDRD3"
"ENSMMUG00000002147","SSR1"
"ENSMMUG00000031166","MKKS"
"ENSMMUG00000012775","NR0B1"
"ENSMMUG00000020912","SMOX"
"ENSMMUG00000002916","FLRT3"
"ENSMMUG00000047971","RLN2"
"ENSMMUG00000013997","PLIN2"
"ENSMMUG00000031084","IGLV6-57"
"ENSMMUG00000006193","SHROOM2"
"ENSMMUG00000005778","FOXC1"
"ENSMMUG00000021661","LRRC56"
"ENSMMUG00000034570","RNU2-47P"
"ENSMMUG00000047337","RN7SL554P"
"ENSMMUG00000062637","STMND1"
"ENSMMUG00000012428","CER1"
"ENSMMUG00000038629","RAB40C"
"ENSMMUG00000001899","MRPS31"
"ENSMMUG00000037665","BTBD3"
"ENSMMUG00000023475","CSMD1"
"ENSMMUG00000009579","SPRYD7"
"ENSMMUG00000062619","TMEM272"
"ENSMMUG00000011405","XRN2"
"ENSMMUG00000007891","RB1"
"ENSMMUG00000008306","PRKX"
"ENSMMUG00000020005","SLC23A2"
"ENSMMUG00000005553","AC004997.1"
"ENSMMUG00000005553","TBC1D10A"
"ENSMMUG00000011476","SNX5"
"ENSMMUG00000018371","RALGAPA2"
"ENSMMUG00000002134","RPS6KA3"
"ENSMMUG00000004938","PITRM1"
"ENSMMUG00000043099","FAM243A"
"ENSMMUG00000051401","Y_RNA"
"ENSMMUG00000012917","HUNK"
"ENSMMUG00000005890","GNRH2"
"ENSMMUG00000010295","URB1"
"ENSMMUG00000020858","NANP"
"ENSMMUG00000054545","MAB21L1"
"ENSMMUG00000016456","PLPPR3"
"ENSMMUG00000014632","BFSP1"
"ENSMMUG00000003932","GYG2"
"ENSMMUG00000002060","KIZ"
"ENSMMUG00000051682","RSPH14"
"ENSMMUG00000042122","RN7SL757P"
"ENSMMUG00000006191","TBL1X"
"ENSMMUG00000036752","RNU6-319P"
"ENSMMUG00000006790","USP6NL"
"ENSMMUG00000017991","PDCD1LG2"
"ENSMMUG00000059092","CST5"
"ENSMMUG00000011511","PSMD13"
"ENSMMUG00000059694","SNORA48B"
"ENSMMUG00000000264","SNRPD3"
"ENSMMUG00000000264","AP000356.5"
"ENSMMUG00000040560","RN7SL658P"
"ENSMMUG00000053579","RNU2-18P"
"ENSMMUG00000001712","SCAF4"
"ENSMMUG00000061308","FTHL17"
"ENSMMUG00000060583","RNU6-74P"
"ENSMMUG00000023076","DGKH"
"ENSMMUG00000053291","IGLV3-27"
"ENSMMUG00000005527","PPM1F"
"ENSMMUG00000048138","RN7SL413P"
"ENSMMUG00000005602","MCM10"
"ENSMMUG00000052060","TRDMT1"
"ENSMMUG00000022387","GZF1"
"ENSMMUG00000049221","RN7SL162P"
"ENSMMUG00000054832","CDY2B"
"ENSMMUG00000054832","CDY2A"
"ENSMMUG00000054832","CDY1B"
"ENSMMUG00000054832","CDY1"
"ENSMMUG00000007529","RBM26"
"ENSMMUG00000058565","IFNA21"
"ENSMMUG00000058565","IFNA4"
"ENSMMUG00000058565","IFNA7"
"ENSMMUG00000058565","IFNA10"
"ENSMMUG00000058565","IFNA17"
"ENSMMUG00000064752","PLAA"
"ENSMMUG00000023282","AKR1C3"
"ENSMMUG00000056728","NKX2-2"
"ENSMMUG00000020132","GCNT2"
"ENSMMUG00000055039","RNA5SP532"
"ENSMMUG00000055039","RNA5SP528"
"ENSMMUG00000039294","INSM1"
"ENSMMUG00000015071","PRPF18"
"ENSMMUG00000015071","AL157392.5"
"ENSMMUG00000021664","LMNTD2"
"ENSMMUG00000024001","RNU1-64P"
"ENSMMUG00000000842","RPUSD1"
"ENSMMUG00000034312","RMRPP5"
"ENSMMUG00000003961","IFNAR1"
"ENSMMUG00000048978","RN7SL732P"
"ENSMMUG00000019967","KLHL1"
"ENSMMUG00000001982","RHBDL1"
"ENSMMUG00000020148","BAG1"
"ENSMMUG00000001990","CAP2"
"ENSMMUG00000035513","RNU7-7P"
"ENSMMUG00000017443","NET1"
"ENSMMUG00000022107","PDE9A"
"ENSMMUG00000044916","SERP2"
"ENSMMUG00000053559","FOXL3"
"ENSMMUG00000013470","CDADC1"
"ENSMMUG00000005511","SON"
"ENSMMUG00000002109","PROSER1"
"ENSMMUG00000054848","RN7SL740P"
"ENSMMUG00000036194","SNORA70"
"ENSMMUG00000039261","RBMY1B"
"ENSMMUG00000039261","RBMY1A1"
"ENSMMUG00000039261","RBMY1D"
"ENSMMUG00000039261","RBMY1E"
"ENSMMUG00000039261","RBMY1F"
"ENSMMUG00000039261","RBMY1J"
"ENSMMUG00000052756","AL139003.1"
"ENSMMUG00000057265","DLGAP2"
"ENSMMUG00000000263","GUCD1"
"ENSMMUG00000023053","GSTT2B"
"ENSMMUG00000023053","GSTT2"
"ENSMMUG00000064869","IFNK"
"ENSMMUG00000041115","RNU6-1114P"
"ENSMMUG00000017446","CALML5"
"ENSMMUG00000018798","SDF2L1"
"ENSMMUG00000037102","RNU6-894P"
"ENSMMUG00000056760","ZNF74"
"ENSMMUG00000015575","CAGE1"
"ENSMMUG00000051148","EIF1AX"
"ENSMMUG00000022467","YY2"
"ENSMMUG00000024576","Y_RNA"
"ENSMMUG00000054068","COMT"
"ENSMMUG00000063039","Y_RNA"
"ENSMMUG00000000589","MPG"
"ENSMMUG00000041635","MIR3618"
"ENSMMUG00000006076","IFT74"
"ENSMMUG00000031049","KIAA1671"
"ENSMMUG00000023790","GRK3"
"ENSMMUG00000052749","COX4I2"
"ENSMMUG00000017378","STS"
"ENSMMUG00000013059","GPR180"
"ENSMMUG00000004797","CTPS2"
"ENSMMUG00000007965","TAF1L"
"ENSMMUG00000051504","VCY"
"ENSMMUG00000051504","VCY1B"
"ENSMMUG00000051504","VCX3A"
"ENSMMUG00000051504","VCX"
"ENSMMUG00000051504","VCX2"
"ENSMMUG00000051504","VCX3B"
"ENSMMUG00000021029","RCBTB1"
"ENSMMUG00000006073","CAAP1"
"ENSMMUG00000040721","DEFA5"
"ENSMMUG00000000966","TPX2"
"ENSMMUG00000001290","ASB13"
"ENSMMUG00000001557","FAM47B"
"ENSMMUG00000015577","RIOK1"
"ENSMMUG00000017842","MOSPD2"
"ENSMMUG00000021369","C22orf31"
"ENSMMUG00000063622","MRPS26"
"ENSMMUG00000047671","FAM9A"
"ENSMMUG00000008247","MXRA5"
"ENSMMUG00000031051","DRICH1"
"ENSMMUG00000027658","RNY3P2"
"ENSMMUG00000000443","ARSF"
"ENSMMUG00000019410","OFD1"
"ENSMMUG00000054795","SCGB1C1"
"ENSMMUG00000054118","C13orf42"
"ENSMMUG00000021459","MYCBP2"
"ENSMMUG00000010410","FOXA2"
"ENSMMUG00000006475","CHST12"
"ENSMMUG00000025642","RNY3P7"
"ENSMMUG00000007445","CACNB2"
"ENSMMUG00000023083","AKAP11"
"ENSMMUG00000008670","AL138752.2"
"ENSMMUG00000008670","SHB"
"ENSMMUG00000012380","PRXL2B"
"ENSMMUG00000003948","ART1"
"ENSMMUG00000030420","AIMP2"
"ENSMMUG00000009358","MEGF6"
"ENSMMUG00000012392","CALML6"
"ENSMMUG00000020540","NMRAL1"
"ENSMMUG00000036074","RNU6-396P"
"ENSMMUG00000027003","MIRLET7A3"
"ENSMMUG00000016055","TRAV41"
"ENSMMUG00000010044","TSR2"
"ENSMMUG00000047773","MIR3926-2"
"ENSMMUG00000064524","TEX29"
"ENSMMUG00000004861","NDUFS4"
"ENSMMUG00000060530","PAGE2B"
"ENSMMUG00000060530","PAGE2"
"ENSMMUG00000063218","PSMG2"
"ENSMMUG00000063451","OR2I1P"
"ENSMMUG00000002656","TCF20"
"ENSMMUG00000063969","Metazoa_SRP"
"ENSMMUG00000053996","ANKRD30B"
"ENSMMUG00000013372","TAMM41"
"ENSMMUG00000038497","UVSSA"
"ENSMMUG00000040201","AP001065.2"
"ENSMMUG00000009748","PRPS1L1"
"ENSMMUG00000018937","ACSBG2"
"ENSMMUG00000031011","WBP2NL"
"ENSMMUG00000023194","FAM221A"
"ENSMMUG00000012807","HOXA1"
"ENSMMUG00000027476","SNORD115-27"
"ENSMMUG00000016882","FAM160A2"
"ENSMMUG00000036342","RNU6-578P"
"ENSMMUG00000047625","RBX1"
"ENSMMUG00000003468","GADD45B"
"ENSMMUG00000057436","RN7SL847P"
"ENSMMUG00000040002","XAGE2"
"ENSMMUG00000005278","AVEN"
"ENSMMUG00000059993","MIR4317"
"ENSMMUG00000007068","TUSC3"
"ENSMMUG00000004447","NDUFS6"
"ENSMMUG00000060969","ROPN1L"
"ENSMMUG00000021520","TNFRSF17"
"ENSMMUG00000055808","OIP5"
"ENSMMUG00000019020","SLC2A7"
"ENSMMUG00000015487","PCM1"
"ENSMMUG00000010638","UNC5D"
"ENSMMUG00000017232","BMPER"
"ENSMMUG00000023161","SMG6"
"ENSMMUG00000020524","PAFAH1B1"
"ENSMMUG00000053793","NFAM1"
"ENSMMUG00000004470","CD9"
"ENSMMUG00000046259","MAGEH1"
"ENSMMUG00000014010","RBFOX2"
"ENSMMUG00000007864","ZNF438"
"ENSMMUG00000038181","PARK7"
"ENSMMUG00000012203","AHR"
"ENSMMUG00000012203","AC019117.1"
"ENSMMUG00000026598","RNY4P23"
"ENSMMUG00000055055","RNU6-714P"
"ENSMMUG00000055055","RNU6-798P"
"ENSMMUG00000017519","TSR1"
"ENSMMUG00000022317","COL6A2"
"ENSMMUG00000012350","MPST"
"ENSMMUG00000037122","RNU6-788P"
"ENSMMUG00000009388","FBXL5"
"ENSMMUG00000001575","WDR35"
"ENSMMUG00000003399","ISCA1"
"ENSMMUG00000022879","EIPR1"
"ENSMMUG00000009293","SMC1A"
"ENSMMUG00000014691","ID4"
"ENSMMUG00000058301","SNORD115-3"
"ENSMMUG00000032653","MIR676"
"ENSMMUG00000010122","CSNK1E"
"ENSMMUG00000010122","TPTEP2-CSNK1E"
"ENSMMUG00000003897","SLC9A7"
"ENSMMUG00000006132","CLTA"
"ENSMMUG00000047806","CARHSP1"
"ENSMMUG00000016549","MMP9"
"ENSMMUG00000052713","LRRC14B"
"ENSMMUG00000003302","DTNA"
"ENSMMUG00000009791","GRTP1"
"ENSMMUG00000005218","KEAP1"
"ENSMMUG00000050248","SNORD115-10"
"ENSMMUG00000009296","HSD17B10"
"ENSMMUG00000003764","TBC1D22A"
"ENSMMUG00000062330","RNU6-1084P"
"ENSMMUG00000056208","KCNK3"
"ENSMMUG00000058980","RN7SL759P"
"ENSMMUG00000058980","RN7SL545P"
"ENSMMUG00000058980","RN7SL495P"
"ENSMMUG00000058980","RN7SL106P"
"ENSMMUG00000058980","RN7SL536P"
"ENSMMUG00000058980","RN7SL238P"
"ENSMMUG00000058980","Metazoa_SRP"
"ENSMMUG00000058980","RN7SL719P"
"ENSMMUG00000058980","RN7SL673P"
"ENSMMUG00000058980","RN7SL469P"
"ENSMMUG00000058980","RN7SL196P"
"ENSMMUG00000058980","RN7SL796P"
"ENSMMUG00000058980","RN7SL628P"
"ENSMMUG00000058980","RN7SL82P"
"ENSMMUG00000058980","RN7SL185P"
"ENSMMUG00000058980","RN7SL539P"
"ENSMMUG00000058980","RN7SL286P"
"ENSMMUG00000048622","TTC34"
"ENSMMUG00000047916","RN7SL570P"
"ENSMMUG00000023016","JADE3"
"ENSMMUG00000011001","ANKS3"
"ENSMMUG00000063278","TRDV1"
"ENSMMUG00000025894","RNU6-573P"
"ENSMMUG00000028905","PET100"
"ENSMMUG00000037037","RNU7-143P"
"ENSMMUG00000042665","H2AC17"
"ENSMMUG00000062386","TLCD2"
"ENSMMUG00000020016","APOL4"
"ENSMMUG00000058792","TMPRSS9"
"ENSMMUG00000005769","EFCAB6"
"ENSMMUG00000032284","LRRC47"
"ENSMMUG00000002614","SLIT2"
"ENSMMUG00000006342","GRIP2"
"ENSMMUG00000022324","FTCD"
"ENSMMUG00000008610","OSBPL10"
"ENSMMUG00000000232","PGM2"
"ENSMMUG00000042360","JAZF1"
"ENSMMUG00000020013","RAD18"
"ENSMMUG00000007667","BICDL2"
"ENSMMUG00000045970","THTPA"
"ENSMMUG00000021036","KIDINS220"
"ENSMMUG00000048039","APEX1"
"ENSMMUG00000003296","AL133500.1"
"ENSMMUG00000003296","HDAC8"
"ENSMMUG00000049198","KLF13"
"ENSMMUG00000003791","CEP72"
"ENSMMUG00000064260","ZNF487"
"ENSMMUG00000025470","U3"
"ENSMMUG00000002986","KRBOX4"
"ENSMMUG00000053446","SNORD116-19"
"ENSMMUG00000056972","SSU72P5"
"ENSMMUG00000056972","SSU72P2"
"ENSMMUG00000056972","SSU72P4"
"ENSMMUG00000056972","SSU72P3"
"ENSMMUG00000056972","SSU72P7"
"ENSMMUG00000062548","RNF151"
"ENSMMUG00000016017","AGR3"
"ENSMMUG00000040204","FAM156B"
"ENSMMUG00000040204","FAM156A"
"ENSMMUG00000026932","MIR222"
"ENSMMUG00000059966","RANBP3L"
"ENSMMUG00000003047","DAZAP1"
"ENSMMUG00000052578","MGAT3"
"ENSMMUG00000064252","RNU6-885P"
"ENSMMUG00000015406","RASGEF1A"
"ENSMMUG00000063988","MBD3L2B"
"ENSMMUG00000063988","MBD3L5"
"ENSMMUG00000063988","MBD3L4"
"ENSMMUG00000063988","MBD3L2"
"ENSMMUG00000063988","MBD3L3"
"ENSMMUG00000012624","PCGF3"
"ENSMMUG00000018381","RBM23"
"ENSMMUG00000006652","ZBED5"
"ENSMMUG00000018067","FAM184B"
"ENSMMUG00000059294","SNORD116-4"
"ENSMMUG00000064049","Metazoa_SRP"
"ENSMMUG00000064521","PLEKHG4B"
"ENSMMUG00000018038","CPSF3"
"ENSMMUG00000007738","RRP8"
"ENSMMUG00000001342","IQSEC1"
"ENSMMUG00000013434","ALOX5"
"ENSMMUG00000056858","Metazoa_SRP"
"ENSMMUG00000050500","RN7SL15P"
"ENSMMUG00000014897","AC011511.4"
"ENSMMUG00000014897","RAVER1"
"ENSMMUG00000040310","SLC35F6"
"ENSMMUG00000035511","RNU7-25P"
"ENSMMUG00000041862","Y_RNA"
"ENSMMUG00000002783","DRD5"
"ENSMMUG00000002855","OR4K2"
"ENSMMUG00000021559","JCAD"
"ENSMMUG00000014296","FAM166C"
"ENSMMUG00000057765","Metazoa_SRP"
"ENSMMUG00000012345","MORN1"
"ENSMMUG00000016678","ROCK2"
"ENSMMUG00000056524","U3"
"ENSMMUG00000013102","TRPM6"
"ENSMMUG00000026009","RNU4-40P"
"ENSMMUG00000044344","VASN"
"ENSMMUG00000025295","RNU6-421P"
"ENSMMUG00000039266","RN7SL105P"
"ENSMMUG00000012677","KDM4B"
"ENSMMUG00000001878","MTMR7"
"ENSMMUG00000002930","GPR158"
"ENSMMUG00000010265","ALK"
"ENSMMUG00000006007","PSMB5"
"ENSMMUG00000051457","H2BC15"
"ENSMMUG00000017761","ZNF518B"
"ENSMMUG00000029822","HSPA1L"
"ENSMMUG00000009691","C4orf19"
"ENSMMUG00000054795","SCGB1C2"
"ENSMMUG00000032774","SNORD105"
"ENSMMUG00000058270","Y_RNA"
"ENSMMUG00000050446","GDF7"
"ENSMMUG00000012452","TGM1"
"ENSMMUG00000040144","RNF141"
"ENSMMUG00000013697","PCIF1"
"ENSMMUG00000028925","HDGFL2"
"ENSMMUG00000004997","SETBP1"
"ENSMMUG00000062371","WFDC9"
"ENSMMUG00000004891","CXCL16"
"ENSMMUG00000019242","ABCA3"
"ENSMMUG00000016407","MASTL"
"ENSMMUG00000000838","AGRN"
"ENSMMUG00000012921","ADAM17"
"ENSMMUG00000005702","OR4N2"
"ENSMMUG00000019767","WAS"
"ENSMMUG00000000459","GTF2E2"
"ENSMMUG00000009010","CRTAP"
"ENSMMUG00000012408","DISP2"
"ENSMMUG00000017489","RASSF4"
"ENSMMUG00000006515","CLEC16A"
"ENSMMUG00000062880","Y_RNA"
"ENSMMUG00000033322","SNORD32B"
"ENSMMUG00000005988","RASEF"
"ENSMMUG00000049168","RN7SL58P"
"ENSMMUG00000063958","LHFPL4"
"ENSMMUG00000015016","RIC3"
"ENSMMUG00000009794","PCDH15"
"ENSMMUG00000002052","SPSB1"
