"SampleID","score","library name","title","organism","tissue","molecule","single or paired-end","instrument model","id","Pitt_id","vax_group","vax_dose","dose","TimeafterBCG","total_Mtb_CFU","log_Mtb_CFU","grans_nx","protect_status","processed data file","raw file","raw file 2","moduleID","norm_score"
"DFXH_25",7.48092143473521,"DFXH_25","DFXH ID/AE pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFXH",36916,"ID/AE","5.2E+07 / 3.5E+05","high","pre",86330,4.936,19,"not_protected","bcg_routecohort_processed.txt","DFXH_25_read1.fastq.gz","DFXH_25_read2.fastq.gz","M2",0
"DFXH_26",6.79843170074131,"DFXH_26","DFXH ID/AE d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFXH",36916,"ID/AE","5.2E+07 / 3.5E+05","high","d2",86330,4.936,19,"not_protected","bcg_routecohort_processed.txt","DFXH_26_read1.fastq.gz","DFXH_26_read2.fastq.gz","M2",-0.682489733993894
"DFXH_27",6.92572902872524,"DFXH_27","DFXH ID/AE wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFXH",36916,"ID/AE","5.2E+07 / 3.5E+05","high","wk2",86330,4.936,19,"not_protected","bcg_routecohort_processed.txt","DFXH_27_read1.fastq.gz","DFXH_27_read2.fastq.gz","M2",-0.555192406009967
"DFXH_28",6.82580676028736,"DFXH_28","DFXH ID/AE wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFXH",36916,"ID/AE","5.2E+07 / 3.5E+05","high","wk12",86330,4.936,19,"not_protected","bcg_routecohort_processed.txt","DFXH_28_read1.fastq.gz","DFXH_28_read2.fastq.gz","M2",-0.655114674447852
"DFXL_17",7.45033592738041,"DFXL_17","DFXL ID pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFXL",35916,"ID","3.50E+05","low","pre",37530,4.574,22,"not_protected","bcg_routecohort_processed.txt","DFXL_17_read1.fastq.gz","DFXL_17_read2.fastq.gz","M2",0
"DFXL_18",7.18471018389617,"DFXL_18","DFXL ID d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFXL",35916,"ID","3.50E+05","low","d2",37530,4.574,22,"not_protected","bcg_routecohort_processed.txt","DFXL_18_read1.fastq.gz","DFXL_18_read2.fastq.gz","M2",-0.265625743484233
"DFXL_19",7.2691783310856,"DFXL_19","DFXL ID wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFXL",35916,"ID","3.50E+05","low","wk2",37530,4.574,22,"not_protected","bcg_routecohort_processed.txt","DFXL_19_read1.fastq.gz","DFXL_19_read2.fastq.gz","M2",-0.181157596294811
"DFXL_20",7.20085453858771,"DFXL_20","DFXL ID wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFXL",35916,"ID","3.50E+05","low","wk12",37530,4.574,22,"not_protected","bcg_routecohort_processed.txt","DFXL_20_read1.fastq.gz","DFXL_20_read2.fastq.gz","M2",-0.249481388792697
"DFZ4_93",7.12625443164338,"DFZ4_93","DFZ4 ID pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFZ4",12717,"ID","3.10E+05","low","pre",116495,5.066,22,"not_protected","bcg_routecohort_processed.txt","DFZ4_93_read1.fastq.gz","DFZ4_93_read2.fastq.gz","M2",0
"DFZ4_94",6.70129859479143,"DFZ4_94","DFZ4 ID d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFZ4",12717,"ID","3.10E+05","low","d2",116495,5.066,22,"not_protected","bcg_routecohort_processed.txt","DFZ4_94_read1.fastq.gz","DFZ4_94_read2.fastq.gz","M2",-0.424955836851953
"DFZ4_95",6.86449287405303,"DFZ4_95","DFZ4 ID wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFZ4",12717,"ID","3.10E+05","low","wk2",116495,5.066,22,"not_protected","bcg_routecohort_processed.txt","DFZ4_95_read1.fastq.gz","DFZ4_95_read2.fastq.gz","M2",-0.261761557590352
"DFZ4_96",6.84468913734191,"DFZ4_96","DFZ4 ID wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFZ4",12717,"ID","3.10E+05","low","wk12",116495,5.066,22,"not_protected","bcg_routecohort_processed.txt","DFZ4_96_read1.fastq.gz","DFZ4_96_read2.fastq.gz","M2",-0.281565294301468
"DG02_125",7.64678595577829,"DG02_125","DG02 HD-ID pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DG02",18517,"HD-ID","2.90E+07","high","pre",60880,4.784,20,"not_protected","bcg_routecohort_processed.txt","DG02_125_read1.fastq.gz","DG02_125_read2.fastq.gz","M2",0
"DG02_126",7.53576026098083,"DG02_126","DG02 HD-ID d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DG02",18517,"HD-ID","2.90E+07","high","d2",60880,4.784,20,"not_protected","bcg_routecohort_processed.txt","DG02_126_read1.fastq.gz","DG02_126_read2.fastq.gz","M2",-0.111025694797453
"DG02_127",7.41165355623184,"DG02_127","DG02 HD-ID wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DG02",18517,"HD-ID","2.90E+07","high","wk2",60880,4.784,20,"not_protected","bcg_routecohort_processed.txt","DG02_127_read1.fastq.gz","DG02_127_read2.fastq.gz","M2",-0.235132399546451
"DG02_128",7.5845590575794,"DG02_128","DG02 HD-ID wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DG02",18517,"HD-ID","2.90E+07","high","wk12",60880,4.784,20,"not_protected","bcg_routecohort_processed.txt","DG02_128_read1.fastq.gz","DG02_128_read2.fastq.gz","M2",-0.0622268981988894
"DG05_10",7.53214006332661,"DG05_10","DG05 ID/AE d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DG05",36516,"ID/AE","5.2E+07 / 3.5E+05","high","d2",310350,5.492,26,"not_protected","bcg_routecohort_processed.txt","DG05_10_read1.fastq.gz","DG05_10_read2.fastq.gz","M2",-0.0364143243307167
"DG05_11",7.88743608106504,"DG05_11","DG05 ID/AE wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DG05",36516,"ID/AE","5.2E+07 / 3.5E+05","high","wk2",310350,5.492,26,"not_protected","bcg_routecohort_processed.txt","DG05_11_read1.fastq.gz","DG05_11_read2.fastq.gz","M2",0.318881693407707
"DG05_12",7.31693714533456,"DG05_12","DG05 ID/AE wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DG05",36516,"ID/AE","5.2E+07 / 3.5E+05","high","wk12",310350,5.492,26,"not_protected","bcg_routecohort_processed.txt","DG05_12_read1.fastq.gz","DG05_12_read2.fastq.gz","M2",-0.251617242322769
"DG05_9",7.56855438765733,"DG05_9","DG05 ID/AE pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DG05",36516,"ID/AE","5.2E+07 / 3.5E+05","high","pre",310350,5.492,26,"not_protected","bcg_routecohort_processed.txt","DG05_9_read1.fastq.gz","DG05_9_read2.fastq.gz","M2",0
"DG49_137",7.29343861897653,"DG49_137","DG49 HD-ID pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DG49",18717,"HD-ID","2.90E+07","high","pre",185198,5.268,10,"not_protected","bcg_routecohort_processed.txt","DG49_137_read1.fastq.gz","DG49_137_read2.fastq.gz","M2",0
"DG49_138",8.04461089292819,"DG49_138","DG49 HD-ID d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DG49",18717,"HD-ID","2.90E+07","high","d2",185198,5.268,10,"not_protected","bcg_routecohort_processed.txt","DG49_138_read1.fastq.gz","DG49_138_read2.fastq.gz","M2",0.751172273951662
"DG49_139",7.38358780631918,"DG49_139","DG49 HD-ID wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DG49",18717,"HD-ID","2.90E+07","high","wk2",185198,5.268,10,"not_protected","bcg_routecohort_processed.txt","DG49_139_read1.fastq.gz","DG49_139_read2.fastq.gz","M2",0.090149187342651
"DG49_140",7.47911568976074,"DG49_140","DG49 HD-ID wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DG49",18717,"HD-ID","2.90E+07","high","wk12",185198,5.268,10,"not_protected","bcg_routecohort_processed.txt","DG49_140_read1.fastq.gz","DG49_140_read2.fastq.gz","M2",0.185677070784209
"DG75_105",6.89269963814843,"DG75_105","DG75 IV pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DG75",12517,"IV","3.70E+07","high","pre",0,0,0,"protected","bcg_routecohort_processed.txt","DG75_105_read1.fastq.gz","DG75_105_read2.fastq.gz","M2",0
"DG75_106",7.69772915672914,"DG75_106","DG75 IV d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DG75",12517,"IV","3.70E+07","high","d2",0,0,0,"protected","bcg_routecohort_processed.txt","DG75_106_read1.fastq.gz","DG75_106_read2.fastq.gz","M2",0.805029518580705
"DG75_107",6.94524075867738,"DG75_107","DG75 IV wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DG75",12517,"IV","3.70E+07","high","wk2",0,0,0,"protected","bcg_routecohort_processed.txt","DG75_107_read1.fastq.gz","DG75_107_read2.fastq.gz","M2",0.0525411205289545
"DG75_108",6.91977374212311,"DG75_108","DG75 IV wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DG75",12517,"IV","3.70E+07","high","wk12",0,0,0,"protected","bcg_routecohort_processed.txt","DG75_108_read1.fastq.gz","DG75_108_read2.fastq.gz","M2",0.0270741039746811
"DG82_81",7.37793211685514,"DG82_81","DG82 ID/AE pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DG82",13917,"ID/AE","3.7E+07 / 3.1E+05","high","pre",11395,4.057,17,"not_protected","bcg_routecohort_processed.txt","DG82_81_read1.fastq.gz","DG82_81_read2.fastq.gz","M2",0
"DG82_82",7.46419080986664,"DG82_82","DG82 ID/AE d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DG82",13917,"ID/AE","3.7E+07 / 3.1E+05","high","d2",11395,4.057,17,"not_protected","bcg_routecohort_processed.txt","DG82_82_read1.fastq.gz","DG82_82_read2.fastq.gz","M2",0.0862586930115068
"DG82_83",6.72937530685498,"DG82_83","DG82 ID/AE wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DG82",13917,"ID/AE","3.7E+07 / 3.1E+05","high","wk2",11395,4.057,17,"not_protected","bcg_routecohort_processed.txt","DG82_83_read1.fastq.gz","DG82_83_read2.fastq.gz","M2",-0.648556810000155
"DG82_84",6.64072310312911,"DG82_84","DG82 ID/AE wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DG82",13917,"ID/AE","3.7E+07 / 3.1E+05","high","wk12",11395,4.057,17,"not_protected","bcg_routecohort_processed.txt","DG82_84_read1.fastq.gz","DG82_84_read2.fastq.gz","M2",-0.737209013726028
"DJF9_29",7.34608473317644,"DJF9_29","DJF9 IV pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DJF9",36316,"IV","5.20E+07","high","pre",45,1.663,3,"protected","bcg_routecohort_processed.txt","DJF9_29_read1.fastq.gz","DJF9_29_read2.fastq.gz","M2",0
"DJF9_30",7.59463122360651,"DJF9_30","DJF9 IV d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DJF9",36316,"IV","5.20E+07","high","d2",45,1.663,3,"protected","bcg_routecohort_processed.txt","DJF9_30_read1.fastq.gz","DJF9_30_read2.fastq.gz","M2",0.248546490430063
"DJF9_31",7.31376834060638,"DJF9_31","DJF9 IV wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DJF9",36316,"IV","5.20E+07","high","wk2",45,1.663,3,"protected","bcg_routecohort_processed.txt","DJF9_31_read1.fastq.gz","DJF9_31_read2.fastq.gz","M2",-0.0323163925700616
"DJF9_32",7.22399356038814,"DJF9_32","DJF9 IV wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DJF9",36316,"IV","5.20E+07","high","wk12",45,1.663,3,"protected","bcg_routecohort_processed.txt","DJF9_32_read1.fastq.gz","DJF9_32_read2.fastq.gz","M2",-0.122091172788303
"HBN_41",7.45378374851435,"HBN_41","HBN ID/AE pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","HBN",12817,"ID/AE","3.7E+07 / 3.1E+05","high","pre",315270,5.499,36,"not_protected","bcg_routecohort_processed.txt","HBN_41_read1.fastq.gz","HBN_41_read2.fastq.gz","M2",0
"HBN_42",7.41708730990834,"HBN_42","HBN ID/AE d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","HBN",12817,"ID/AE","3.7E+07 / 3.1E+05","high","d2",315270,5.499,36,"not_protected","bcg_routecohort_processed.txt","HBN_42_read1.fastq.gz","HBN_42_read2.fastq.gz","M2",-0.0366964386060085
"HBN_43",6.94996318907177,"HBN_43","HBN ID/AE wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","HBN",12817,"ID/AE","3.7E+07 / 3.1E+05","high","wk2",315270,5.499,36,"not_protected","bcg_routecohort_processed.txt","HBN_43_read1.fastq.gz","HBN_43_read2.fastq.gz","M2",-0.503820559442578
"HBN_44",7.01639655330542,"HBN_44","HBN ID/AE wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","HBN",12817,"ID/AE","3.7E+07 / 3.1E+05","high","wk12",315270,5.499,36,"not_protected","bcg_routecohort_processed.txt","HBN_44_read1.fastq.gz","HBN_44_read2.fastq.gz","M2",-0.437387195208929
"HCA_77",6.90554268114972,"HCA_77","HCA AE pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","HCA",14017,"AE","3.70E+07","high","pre",187339,5.273,43,"not_protected","bcg_routecohort_processed.txt","HCA_77_read1.fastq.gz","HCA_77_read2.fastq.gz","M2",0
"HCA_78",7.43066101930466,"HCA_78","HCA AE d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","HCA",14017,"AE","3.70E+07","high","d2",187339,5.273,43,"not_protected","bcg_routecohort_processed.txt","HCA_78_read1.fastq.gz","HCA_78_read2.fastq.gz","M2",0.525118338154942
"HCA_79",6.98795547854326,"HCA_79","HCA AE wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","HCA",14017,"AE","3.70E+07","high","wk2",187339,5.273,43,"not_protected","bcg_routecohort_processed.txt","HCA_79_read1.fastq.gz","HCA_79_read2.fastq.gz","M2",0.0824127973935438
"HCA_80",7.08527693469623,"HCA_80","HCA AE wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","HCA",14017,"AE","3.70E+07","high","wk12",187339,5.273,43,"not_protected","bcg_routecohort_processed.txt","HCA_80_read1.fastq.gz","HCA_80_read2.fastq.gz","M2",0.179734253546513
"HCE_49",7.41055642734233,"HCE_49","HCE HD-ID pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","HCE",14317,"HD-ID","2.90E+07","high","pre",29595,4.471,11,"not_protected","bcg_routecohort_processed.txt","HCE_49_read1.fastq.gz","HCE_49_read2.fastq.gz","M2",0
"HCE_50",7.80898026462934,"HCE_50","HCE HD-ID d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","HCE",14317,"HD-ID","2.90E+07","high","d2",29595,4.471,11,"not_protected","bcg_routecohort_processed.txt","HCE_50_read1.fastq.gz","HCE_50_read2.fastq.gz","M2",0.398423837287011
"HCE_51",7.36112268810804,"HCE_51","HCE HD-ID wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","HCE",14317,"HD-ID","2.90E+07","high","wk2",29595,4.471,11,"not_protected","bcg_routecohort_processed.txt","HCE_51_read1.fastq.gz","HCE_51_read2.fastq.gz","M2",-0.0494337392342956
"HCE_52",7.18993792206427,"HCE_52","HCE HD-ID wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","HCE",14317,"HD-ID","2.90E+07","high","wk12",29595,4.471,11,"not_protected","bcg_routecohort_processed.txt","HCE_52_read1.fastq.gz","HCE_52_read2.fastq.gz","M2",-0.220618505278059
"HCL_45",6.77298437396256,"HCL_45","HCL IV pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","HCL",13517,"IV","3.70E+07","high","pre",45,1.663,3,"protected","bcg_routecohort_processed.txt","HCL_45_read1.fastq.gz","HCL_45_read2.fastq.gz","M2",0
"HCL_46",7.33925659440832,"HCL_46","HCL IV d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","HCL",13517,"IV","3.70E+07","high","d2",45,1.663,3,"protected","bcg_routecohort_processed.txt","HCL_46_read1.fastq.gz","HCL_46_read2.fastq.gz","M2",0.566272220445761
"HCL_47",7.05216756479389,"HCL_47","HCL IV wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","HCL",13517,"IV","3.70E+07","high","wk2",45,1.663,3,"protected","bcg_routecohort_processed.txt","HCL_47_read1.fastq.gz","HCL_47_read2.fastq.gz","M2",0.27918319083133
"HCL_48",6.86002106633664,"HCL_48","HCL IV wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","HCL",13517,"IV","3.70E+07","high","wk12",45,1.663,3,"protected","bcg_routecohort_processed.txt","HCL_48_read1.fastq.gz","HCL_48_read2.fastq.gz","M2",0.0870366923740757
"O5G_89",7.35107594542659,"O5G_89","O5G HD-ID pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","O5G",14217,"HD-ID","2.90E+07","high","pre",50,1.708,1,"protected","bcg_routecohort_processed.txt","O5G_89_read1.fastq.gz","O5G_89_read2.fastq.gz","M2",0
"O5G_90",7.93646548276828,"O5G_90","O5G HD-ID d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","O5G",14217,"HD-ID","2.90E+07","high","d2",50,1.708,1,"protected","bcg_routecohort_processed.txt","O5G_90_read1.fastq.gz","O5G_90_read2.fastq.gz","M2",0.58538953734169
"O5G_91",7.52719269240961,"O5G_91","O5G HD-ID wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","O5G",14217,"HD-ID","2.90E+07","high","wk2",50,1.708,1,"protected","bcg_routecohort_processed.txt","O5G_91_read1.fastq.gz","O5G_91_read2.fastq.gz","M2",0.176116746983027
"O5G_92",7.59294416475142,"O5G_92","O5G HD-ID wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","O5G",14217,"HD-ID","2.90E+07","high","wk12",50,1.708,1,"protected","bcg_routecohort_processed.txt","O5G_92_read1.fastq.gz","O5G_92_read2.fastq.gz","M2",0.241868219324837
"O96_73",7.39338176905381,"O96_73","O96 ID pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","O96",13217,"ID","3.10E+05","low","pre",58960,4.771,15,"not_protected","bcg_routecohort_processed.txt","O96_73_read1.fastq.gz","O96_73_read2.fastq.gz","M2",0
"O96_74",7.36603591270014,"O96_74","O96 ID d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","O96",13217,"ID","3.10E+05","low","d2",58960,4.771,15,"not_protected","bcg_routecohort_processed.txt","O96_74_read1.fastq.gz","O96_74_read2.fastq.gz","M2",-0.0273458563536702
"O96_75",7.44105604865585,"O96_75","O96 ID wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","O96",13217,"ID","3.10E+05","low","wk2",58960,4.771,15,"not_protected","bcg_routecohort_processed.txt","O96_75_read1.fastq.gz","O96_75_read2.fastq.gz","M2",0.04767427960204
"O96_76",7.26115222026198,"O96_76","O96 ID wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","O96",13217,"ID","3.10E+05","low","wk12",58960,4.771,15,"not_protected","bcg_routecohort_processed.txt","O96_76_read1.fastq.gz","O96_76_read2.fastq.gz","M2",-0.132229548791833
"OHJ_37",7.1434881082431,"OHJ_37","OHJ AE pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","OHJ",13017,"AE","3.70E+07","high","pre",70928,4.851,21,"not_protected","bcg_routecohort_processed.txt","OHJ_37_read1.fastq.gz","OHJ_37_read2.fastq.gz","M2",0
"OHJ_38",7.23634259971626,"OHJ_38","OHJ AE d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","OHJ",13017,"AE","3.70E+07","high","d2",70928,4.851,21,"not_protected","bcg_routecohort_processed.txt","OHJ_38_read1.fastq.gz","OHJ_38_read2.fastq.gz","M2",0.0928544914731546
"OHJ_39",6.94222469437905,"OHJ_39","OHJ AE wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","OHJ",13017,"AE","3.70E+07","high","wk2",70928,4.851,21,"not_protected","bcg_routecohort_processed.txt","OHJ_39_read1.fastq.gz","OHJ_39_read2.fastq.gz","M2",-0.201263413864051
"OHJ_40",6.95833540725928,"OHJ_40","OHJ AE wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","OHJ",13017,"AE","3.70E+07","high","wk12",70928,4.851,21,"not_protected","bcg_routecohort_processed.txt","OHJ_40_read1.fastq.gz","OHJ_40_read2.fastq.gz","M2",-0.185152700983822
"OMI_69",6.95328330018613,"OMI_69","OMI HD-ID pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","OMI",14117,"HD-ID","2.90E+07","high","pre",67930,4.832,22,"not_protected","bcg_routecohort_processed.txt","OMI_69_read1.fastq.gz","OMI_69_read2.fastq.gz","M2",0
"OMI_70",7.93333575374266,"OMI_70","OMI HD-ID d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","OMI",14117,"HD-ID","2.90E+07","high","d2",67930,4.832,22,"not_protected","bcg_routecohort_processed.txt","OMI_70_read1.fastq.gz","OMI_70_read2.fastq.gz","M2",0.980052453556532
"OMI_71",7.28248927022725,"OMI_71","OMI HD-ID wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","OMI",14117,"HD-ID","2.90E+07","high","wk2",67930,4.832,22,"not_protected","bcg_routecohort_processed.txt","OMI_71_read1.fastq.gz","OMI_71_read2.fastq.gz","M2",0.329205970041112
"OMI_72",7.11675592845564,"OMI_72","OMI HD-ID wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","OMI",14117,"HD-ID","2.90E+07","high","wk12",67930,4.832,22,"not_protected","bcg_routecohort_processed.txt","OMI_72_read1.fastq.gz","OMI_72_read2.fastq.gz","M2",0.163472628269508
"ONF_61",7.37827808187039,"ONF_61","ONF ID/AE pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","ONF",13317,"ID/AE","3.7E+07 / 3.1E+05","high","pre",397671,5.6,11,"not_protected","bcg_routecohort_processed.txt","ONF_61_read1.fastq.gz","ONF_61_read2.fastq.gz","M2",0
"ONF_62",7.49518714641026,"ONF_62","ONF ID/AE d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","ONF",13317,"ID/AE","3.7E+07 / 3.1E+05","high","d2",397671,5.6,11,"not_protected","bcg_routecohort_processed.txt","ONF_62_read1.fastq.gz","ONF_62_read2.fastq.gz","M2",0.116909064539862
"ONF_63",7.17385915915154,"ONF_63","ONF ID/AE wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","ONF",13317,"ID/AE","3.7E+07 / 3.1E+05","high","wk2",397671,5.6,11,"not_protected","bcg_routecohort_processed.txt","ONF_63_read1.fastq.gz","ONF_63_read2.fastq.gz","M2",-0.204418922718854
"ONF_64",7.00591560901865,"ONF_64","ONF ID/AE wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","ONF",13317,"ID/AE","3.7E+07 / 3.1E+05","high","wk12",397671,5.6,11,"not_protected","bcg_routecohort_processed.txt","ONF_64_read1.fastq.gz","ONF_64_read2.fastq.gz","M2",-0.372362472851739
"OTM_33",7.42979204871016,"OTM_33","OTM ID pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","OTM",12917,"ID","3.10E+05","low","pre",29030,4.463,27,"not_protected","bcg_routecohort_processed.txt","OTM_33_read1.fastq.gz","OTM_33_read2.fastq.gz","M2",0
"OTM_34",7.57418003376155,"OTM_34","OTM ID d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","OTM",12917,"ID","3.10E+05","low","d2",29030,4.463,27,"not_protected","bcg_routecohort_processed.txt","OTM_34_read1.fastq.gz","OTM_34_read2.fastq.gz","M2",0.144387985051389
"OTM_35",7.35824424021112,"OTM_35","OTM ID wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","OTM",12917,"ID","3.10E+05","low","wk2",29030,4.463,27,"not_protected","bcg_routecohort_processed.txt","OTM_35_read1.fastq.gz","OTM_35_read2.fastq.gz","M2",-0.0715478084990417
"OTM_36",7.33465828739447,"OTM_36","OTM ID wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","OTM",12917,"ID","3.10E+05","low","wk12",29030,4.463,27,"not_protected","bcg_routecohort_processed.txt","OTM_36_read1.fastq.gz","OTM_36_read2.fastq.gz","M2",-0.0951337613156902
"0NR_65",5.32613857623389,"0NR_65","0NR IV pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","0NR",13417,"IV","3.70E+07","high","pre",30,1.491,1,"protected","bcg_routecohort_processed.txt","0NR_65_read1.fastq.gz","0NR_65_read2.fastq.gz","M3",0
"0NR_66",5.60231978763089,"0NR_66","0NR IV d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","0NR",13417,"IV","3.70E+07","high","d2",30,1.491,1,"protected","bcg_routecohort_processed.txt","0NR_66_read1.fastq.gz","0NR_66_read2.fastq.gz","M3",0.276181211397007
"0NR_67",6.07392537359617,"0NR_67","0NR IV wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","0NR",13417,"IV","3.70E+07","high","wk2",30,1.491,1,"protected","bcg_routecohort_processed.txt","0NR_67_read1.fastq.gz","0NR_67_read2.fastq.gz","M3",0.747786797362288
"0NR_68",5.37175843954571,"0NR_68","0NR IV wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","0NR",13417,"IV","3.70E+07","high","wk12",30,1.491,1,"protected","bcg_routecohort_processed.txt","0NR_68_read1.fastq.gz","0NR_68_read2.fastq.gz","M3",0.0456198633118223
