"SampleID","score","library name","title","organism","tissue","molecule","single or paired-end","instrument model","id","Pitt_id","BCG_dose_log10","dose","TimeafterBCG","total_Mtb_CFU","log_Mtb_CFU","grans_nx","log_grans_nx","protect_status","processed data file","raw file","raw file 2","moduleID","norm_score"
"OBC_d2Pre",8.9724481784816,"OBC_d2Pre","OBC high dose IV BCG d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","OBC",4818,6.84,"high","d2",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","OBC_d2Pre_read1.fastq.gz","OBC_d2Pre_read2.fastq.gz","M1",1.51583976582866
"OBC_wk12Pre",8.04997318623641,"OBC_wk12Pre","OBC high dose IV BCG wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","OBC",4818,6.84,"high","wk12",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","OBC_wk12Pre_read1.fastq.gz","OBC_wk12Pre_read2.fastq.gz","M1",0.593364773583474
"OBC_wk2Pre",8.35039377007299,"OBC_wk2Pre","OBC high dose IV BCG wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","OBC",4818,6.84,"high","wk2",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","OBC_wk2Pre_read1.fastq.gz","OBC_wk2Pre_read2.fastq.gz","M1",0.893785357420056
"OBC_wk4Pre",8.22118516271652,"OBC_wk4Pre","OBC high dose IV BCG wk4","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","OBC",4818,6.84,"high","wk4",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","OBC_wk4Pre_read1.fastq.gz","OBC_wk4Pre_read2.fastq.gz","M1",0.764576750063584
"OBC_wkm4Pre",7.45660841265294,"OBC_wkm4Pre","OBC high dose IV BCG pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","OBC",4818,6.84,"high","pre",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","OBC_wkm4Pre_read1.fastq.gz","OBC_wkm4Pre_read2.fastq.gz","M1",0
"PP13A08B_d2Pre",7.63000041194842,"PP13A08B_d2Pre","PP13A08B low dose IV BCG d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","PP13A08B",3018,5.31,"low","d2",651031,5.81,"tntc",2,"not_protected","ivbcg_dosecohort_processed.txt","PP13A08B_d2Pre_read1.fastq.gz","PP13A08B_d2Pre_read2.fastq.gz","M1",0.0577624895137676
"PP13A08B_pre_imput",7.57223792243465,"PP13A08B_d2Pre","PP13A08B low dose IV BCG d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","PP13A08B",3018,5.31,"low","pre",651031,5.81,"tntc",2,"not_protected","ivbcg_dosecohort_processed.txt","PP13A08B_d2Pre_read1.fastq.gz","PP13A08B_d2Pre_read2.fastq.gz","M1",0
"PP13A08B_wk12Pre",8.01637754636158,"PP13A08B_wk12Pre","PP13A08B low dose IV BCG wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","PP13A08B",3018,5.31,"low","wk12",651031,5.81,"tntc",2,"not_protected","ivbcg_dosecohort_processed.txt","PP13A08B_wk12Pre_read1.fastq.gz","PP13A08B_wk12Pre_read2.fastq.gz","M1",0.444139623926931
"PP13A08B_wk2Pre",8.4462228796386,"PP13A08B_wk2Pre","PP13A08B low dose IV BCG wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","PP13A08B",3018,5.31,"low","wk2",651031,5.81,"tntc",2,"not_protected","ivbcg_dosecohort_processed.txt","PP13A08B_wk2Pre_read1.fastq.gz","PP13A08B_wk2Pre_read2.fastq.gz","M1",0.873984957203948
"PP13A08B_wk4Pre",7.67769101421574,"PP13A08B_wk4Pre","PP13A08B low dose IV BCG wk4","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","PP13A08B",3018,5.31,"low","wk4",651031,5.81,"tntc",2,"not_protected","ivbcg_dosecohort_processed.txt","PP13A08B_wk4Pre_read1.fastq.gz","PP13A08B_wk4Pre_read2.fastq.gz","M1",0.105453091781089
"13N022_d2Pre",9.17258977368922,"13N022_d2Pre","13N022 high dose IV BCG d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","13N022",3218,6.39,"high","d2",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","13N022_d2Pre_read1.fastq.gz","13N022_d2Pre_read2.fastq.gz","M2",0.69202037865039
"13N022_wk12Pre",9.02743909424005,"13N022_wk12Pre","13N022 high dose IV BCG wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","13N022",3218,6.39,"high","wk12",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","13N022_wk12Pre_read1.fastq.gz","13N022_wk12Pre_read2.fastq.gz","M2",0.546869699201221
"13N022_wk2Pre",8.30933285247337,"13N022_wk2Pre","13N022 high dose IV BCG wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","13N022",3218,6.39,"high","wk2",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","13N022_wk2Pre_read1.fastq.gz","13N022_wk2Pre_read2.fastq.gz","M2",-0.171236542565463
"13N022_wk4Pre",8.3218116351047,"13N022_wk4Pre","13N022 high dose IV BCG wk4","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","13N022",3218,6.39,"high","wk4",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","13N022_wk4Pre_read1.fastq.gz","13N022_wk4Pre_read2.fastq.gz","M2",-0.158757759934128
"13N022_wkm4Pre",8.48056939503883,"13N022_wkm4Pre","13N022 high dose IV BCG pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","13N022",3218,6.39,"high","pre",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","13N022_wkm4Pre_read1.fastq.gz","13N022_wkm4Pre_read2.fastq.gz","M2",0
"13N023_d2Pre",9.26186977567378,"13N023_d2Pre","13N023 high dose IV BCG d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","13N023",4218,6.39,"high","d2",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","13N023_d2Pre_read1.fastq.gz","13N023_d2Pre_read2.fastq.gz","M2",0.602041774218723
"13N023_wk12Pre",8.40628738564222,"13N023_wk12Pre","13N023 high dose IV BCG wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","13N023",4218,6.39,"high","wk12",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","13N023_wk12Pre_read1.fastq.gz","13N023_wk12Pre_read2.fastq.gz","M2",-0.253540615812836
"13N023_wk2Pre",8.32660164877693,"13N023_wk2Pre","13N023 high dose IV BCG wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","13N023",4218,6.39,"high","wk2",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","13N023_wk2Pre_read1.fastq.gz","13N023_wk2Pre_read2.fastq.gz","M2",-0.333226352678134
"13N023_wk4Pre",8.06527052310553,"13N023_wk4Pre","13N023 high dose IV BCG wk4","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","13N023",4218,6.39,"high","wk4",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","13N023_wk4Pre_read1.fastq.gz","13N023_wk4Pre_read2.fastq.gz","M2",-0.594557478349529
"13N023_wkm4Pre",8.65982800145506,"13N023_wkm4Pre","13N023 high dose IV BCG pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","13N023",4218,6.39,"high","pre",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","13N023_wkm4Pre_read1.fastq.gz","13N023_wkm4Pre_read2.fastq.gz","M2",0
"13N025_d2Pre",9.22826556671785,"13N025_d2Pre","13N025 high dose IV BCG d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","13N025",2818,7.4,"high","d2",40,1.61,"0",0,"protected","ivbcg_dosecohort_processed.txt","13N025_d2Pre_read1.fastq.gz","13N025_d2Pre_read2.fastq.gz","M2",0.291639301482872
"13N025_wk12Pre",8.76329171412382,"13N025_wk12Pre","13N025 high dose IV BCG wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","13N025",2818,7.4,"high","wk12",40,1.61,"0",0,"protected","ivbcg_dosecohort_processed.txt","13N025_wk12Pre_read1.fastq.gz","13N025_wk12Pre_read2.fastq.gz","M2",-0.173334551111159
"13N025_wk2Pre",8.24205040873815,"13N025_wk2Pre","13N025 high dose IV BCG wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","13N025",2818,7.4,"high","wk2",40,1.61,"0",0,"protected","ivbcg_dosecohort_processed.txt","13N025_wk2Pre_read1.fastq.gz","13N025_wk2Pre_read2.fastq.gz","M2",-0.694575856496831
"13N025_wk4Pre",8.4216124730086,"13N025_wk4Pre","13N025 high dose IV BCG wk4","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","13N025",2818,7.4,"high","wk4",40,1.61,"0",0,"protected","ivbcg_dosecohort_processed.txt","13N025_wk4Pre_read1.fastq.gz","13N025_wk4Pre_read2.fastq.gz","M2",-0.515013792226384
"13N025_wkm4Pre",8.93662626523498,"13N025_wkm4Pre","13N025 high dose IV BCG pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","13N025",2818,7.4,"high","pre",40,1.61,"0",0,"protected","ivbcg_dosecohort_processed.txt","13N025_wkm4Pre_read1.fastq.gz","13N025_wkm4Pre_read2.fastq.gz","M2",0
"13N026_d2Pre",8.62885170687682,"13N026_d2Pre","13N026 low dose IV BCG d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","13N026",3318,5.66,"low","d2",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","13N026_d2Pre_read1.fastq.gz","13N026_d2Pre_read2.fastq.gz","M2",0.0540597928338151
"13N026_wk12Pre",8.33949667448839,"13N026_wk12Pre","13N026 low dose IV BCG wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","13N026",3318,5.66,"low","wk12",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","13N026_wk12Pre_read1.fastq.gz","13N026_wk12Pre_read2.fastq.gz","M2",-0.235295239554613
"13N026_wk2Pre",8.04462328156594,"13N026_wk2Pre","13N026 low dose IV BCG wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","13N026",3318,5.66,"low","wk2",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","13N026_wk2Pre_read1.fastq.gz","13N026_wk2Pre_read2.fastq.gz","M2",-0.530168632477057
"13N026_wk4Pre",8.03170692132788,"13N026_wk4Pre","13N026 low dose IV BCG wk4","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","13N026",3318,5.66,"low","wk4",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","13N026_wk4Pre_read1.fastq.gz","13N026_wk4Pre_read2.fastq.gz","M2",-0.543084992715123
"13N026_wkm4Pre",8.574791914043,"13N026_wkm4Pre","13N026 low dose IV BCG pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","13N026",3318,5.66,"low","pre",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","13N026_wkm4Pre_read1.fastq.gz","13N026_wkm4Pre_read2.fastq.gz","M2",0
"A11V075_d2Pre",9.14006388012259,"A11V075_d2Pre","A11V075 high dose IV BCG d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A11V075",4618,7.4,"high","d2",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A11V075_d2Pre_read1.fastq.gz","A11V075_d2Pre_read2.fastq.gz","M2",0.603572515521916
"A11V075_wk12Pre",8.88049719426283,"A11V075_wk12Pre","A11V075 high dose IV BCG wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A11V075",4618,7.4,"high","wk12",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A11V075_wk12Pre_read1.fastq.gz","A11V075_wk12Pre_read2.fastq.gz","M2",0.344005829662155
"A11V075_wk2Pre",7.69797124499955,"A11V075_wk2Pre","A11V075 high dose IV BCG wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A11V075",4618,7.4,"high","wk2",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A11V075_wk2Pre_read1.fastq.gz","A11V075_wk2Pre_read2.fastq.gz","M2",-0.838520119601124
"A11V075_wk4Pre",7.95651456537544,"A11V075_wk4Pre","A11V075 high dose IV BCG wk4","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A11V075",4618,7.4,"high","wk4",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A11V075_wk4Pre_read1.fastq.gz","A11V075_wk4Pre_read2.fastq.gz","M2",-0.579976799225239
"A11V075_wkm4Pre",8.53649136460067,"A11V075_wkm4Pre","A11V075 high dose IV BCG pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A11V075",4618,7.4,"high","pre",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A11V075_wkm4Pre_read1.fastq.gz","A11V075_wkm4Pre_read2.fastq.gz","M2",0
"A12V044_d2Pre",8.3010139063248,"A12V044_d2Pre","A12V044 high dose IV BCG d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V044",4418,6.39,"high","d2",8545,3.93,"7",0.9,"not_protected","ivbcg_dosecohort_processed.txt","A12V044_d2Pre_read1.fastq.gz","A12V044_d2Pre_read2.fastq.gz","M2",0.0268003392893554
"A12V044_wk12Pre",7.88937776486667,"A12V044_wk12Pre","A12V044 high dose IV BCG wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V044",4418,6.39,"high","wk12",8545,3.93,"7",0.9,"not_protected","ivbcg_dosecohort_processed.txt","A12V044_wk12Pre_read1.fastq.gz","A12V044_wk12Pre_read2.fastq.gz","M2",-0.384835802168771
"A12V044_wk2Pre",8.77439332924165,"A12V044_wk2Pre","A12V044 high dose IV BCG wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V044",4418,6.39,"high","wk2",8545,3.93,"7",0.9,"not_protected","ivbcg_dosecohort_processed.txt","A12V044_wk2Pre_read1.fastq.gz","A12V044_wk2Pre_read2.fastq.gz","M2",0.500179762206201
"A12V044_wk4Pre",7.9157166439814,"A12V044_wk4Pre","A12V044 high dose IV BCG wk4","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V044",4418,6.39,"high","wk4",8545,3.93,"7",0.9,"not_protected","ivbcg_dosecohort_processed.txt","A12V044_wk4Pre_read1.fastq.gz","A12V044_wk4Pre_read2.fastq.gz","M2",-0.358496923054042
"A12V044_wkm4Pre",8.27421356703545,"A12V044_wkm4Pre","A12V044 high dose IV BCG pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V044",4418,6.39,"high","pre",8545,3.93,"7",0.9,"not_protected","ivbcg_dosecohort_processed.txt","A12V044_wkm4Pre_read1.fastq.gz","A12V044_wkm4Pre_read2.fastq.gz","M2",0
"A12V053_d2Pre",9.17903134169279,"A12V053_d2Pre","A12V053 high dose IV BCG d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V053",4118,7.4,"high","d2",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V053_d2Pre_read1.fastq.gz","A12V053_d2Pre_read2.fastq.gz","M2",0.829233821445417
"A12V053_wk12Pre",8.83838067478746,"A12V053_wk12Pre","A12V053 high dose IV BCG wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V053",4118,7.4,"high","wk12",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V053_wk12Pre_read1.fastq.gz","A12V053_wk12Pre_read2.fastq.gz","M2",0.488583154540079
"A12V053_wk2Pre",8.64592562741254,"A12V053_wk2Pre","A12V053 high dose IV BCG wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V053",4118,7.4,"high","wk2",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V053_wk2Pre_read1.fastq.gz","A12V053_wk2Pre_read2.fastq.gz","M2",0.296128107165162
"A12V053_wk4Pre",8.6203834002169,"A12V053_wk4Pre","A12V053 high dose IV BCG wk4","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V053",4118,7.4,"high","wk4",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V053_wk4Pre_read1.fastq.gz","A12V053_wk4Pre_read2.fastq.gz","M2",0.270585879969524
"A12V053_wkm4Pre",8.34979752024738,"A12V053_wkm4Pre","A12V053 high dose IV BCG pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V053",4118,7.4,"high","pre",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V053_wkm4Pre_read1.fastq.gz","A12V053_wkm4Pre_read2.fastq.gz","M2",0
"A12V057_d2Pre",8.50696157077294,"A12V057_d2Pre","A12V057 low dose IV BCG d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V057",4318,5.66,"low","d2",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V057_d2Pre_read1.fastq.gz","A12V057_d2Pre_read2.fastq.gz","M2",0.53700674180759
"A12V057_wk12Pre",8.15257395163111,"A12V057_wk12Pre","A12V057 low dose IV BCG wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V057",4318,5.66,"low","wk12",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V057_wk12Pre_read1.fastq.gz","A12V057_wk12Pre_read2.fastq.gz","M2",0.18261912266576
"A12V057_wk2Pre",7.96572627376282,"A12V057_wk2Pre","A12V057 low dose IV BCG wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V057",4318,5.66,"low","wk2",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V057_wk2Pre_read1.fastq.gz","A12V057_wk2Pre_read2.fastq.gz","M2",-0.00422855520252874
"A12V057_wk4Pre",7.90340076436582,"A12V057_wk4Pre","A12V057 low dose IV BCG wk4","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V057",4318,5.66,"low","wk4",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V057_wk4Pre_read1.fastq.gz","A12V057_wk4Pre_read2.fastq.gz","M2",-0.0665540645995319
"A12V057_wkm4Pre",7.96995482896535,"A12V057_wkm4Pre","A12V057 low dose IV BCG pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V057",4318,5.66,"low","pre",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V057_wkm4Pre_read1.fastq.gz","A12V057_wkm4Pre_read2.fastq.gz","M2",0
"A12V058_d2Pre",9.10932312633635,"A12V058_d2Pre","A12V058 high dose IV BCG d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V058",2718,6.84,"high","d2",2970,3.47,"4",0.7,"not_protected","ivbcg_dosecohort_processed.txt","A12V058_d2Pre_read1.fastq.gz","A12V058_d2Pre_read2.fastq.gz","M2",1.06810255868601
"A12V058_wk12Pre",8.12853344475698,"A12V058_wk12Pre","A12V058 high dose IV BCG wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V058",2718,6.84,"high","wk12",2970,3.47,"4",0.7,"not_protected","ivbcg_dosecohort_processed.txt","A12V058_wk12Pre_read1.fastq.gz","A12V058_wk12Pre_read2.fastq.gz","M2",0.0873128771066334
"A12V058_wk2Pre",7.92618607031565,"A12V058_wk2Pre","A12V058 high dose IV BCG wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V058",2718,6.84,"high","wk2",2970,3.47,"4",0.7,"not_protected","ivbcg_dosecohort_processed.txt","A12V058_wk2Pre_read1.fastq.gz","A12V058_wk2Pre_read2.fastq.gz","M2",-0.115034497334699
"A12V058_wk4Pre",7.67536107304488,"A12V058_wk4Pre","A12V058 high dose IV BCG wk4","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V058",2718,6.84,"high","wk4",2970,3.47,"4",0.7,"not_protected","ivbcg_dosecohort_processed.txt","A12V058_wk4Pre_read1.fastq.gz","A12V058_wk4Pre_read2.fastq.gz","M2",-0.365859494605462
"A12V058_wkm4Pre",8.04122056765035,"A12V058_wkm4Pre","A12V058 high dose IV BCG pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V058",2718,6.84,"high","pre",2970,3.47,"4",0.7,"not_protected","ivbcg_dosecohort_processed.txt","A12V058_wkm4Pre_read1.fastq.gz","A12V058_wkm4Pre_read2.fastq.gz","M2",0
"A12V062_d2Pre",8.46015515556076,"A12V062_d2Pre","A12V062 low dose IV BCG d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V062",3418,4.59,"low","d2",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V062_d2Pre_read1.fastq.gz","A12V062_d2Pre_read2.fastq.gz","M2",0.431785964788899
"A12V062_wk12Pre",8.12939533029689,"A12V062_wk12Pre","A12V062 low dose IV BCG wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V062",3418,4.59,"low","wk12",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V062_wk12Pre_read1.fastq.gz","A12V062_wk12Pre_read2.fastq.gz","M2",0.101026139525032
"A12V062_wk2Pre",7.90418499585669,"A12V062_wk2Pre","A12V062 low dose IV BCG wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V062",3418,4.59,"low","wk2",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V062_wk2Pre_read1.fastq.gz","A12V062_wk2Pre_read2.fastq.gz","M2",-0.124184194915174
"A12V062_wk4Pre",8.3866372195606,"A12V062_wk4Pre","A12V062 low dose IV BCG wk4","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V062",3418,4.59,"low","wk4",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V062_wk4Pre_read1.fastq.gz","A12V062_wk4Pre_read2.fastq.gz","M2",0.358268028788741
"A12V062_wkm4Pre",8.02836919077186,"A12V062_wkm4Pre","A12V062 low dose IV BCG pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V062",3418,4.59,"low","pre",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V062_wkm4Pre_read1.fastq.gz","A12V062_wkm4Pre_read2.fastq.gz","M2",0
"A12V066_d2Pre",9.57424676321691,"A12V066_d2Pre","A12V066 high dose IV BCG d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V066",4918,6.39,"high","d2",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V066_d2Pre_read1.fastq.gz","A12V066_d2Pre_read2.fastq.gz","M2",0.911999077907527
"A12V066_wk12Pre",8.5564206758116,"A12V066_wk12Pre","A12V066 high dose IV BCG wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V066",4918,6.39,"high","wk12",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V066_wk12Pre_read1.fastq.gz","A12V066_wk12Pre_read2.fastq.gz","M2",-0.105827009497778
"A12V066_wk2Pre",8.86611801751594,"A12V066_wk2Pre","A12V066 high dose IV BCG wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V066",4918,6.39,"high","wk2",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V066_wk2Pre_read1.fastq.gz","A12V066_wk2Pre_read2.fastq.gz","M2",0.203870332206559
"A12V066_wk4Pre",8.68210808249455,"A12V066_wk4Pre","A12V066 high dose IV BCG wk4","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V066",4918,6.39,"high","wk4",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V066_wk4Pre_read1.fastq.gz","A12V066_wk4Pre_read2.fastq.gz","M2",0.0198603971851679
"A12V066_wkm4Pre",8.66224768530938,"A12V066_wkm4Pre","A12V066 high dose IV BCG pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V066",4918,6.39,"high","pre",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V066_wkm4Pre_read1.fastq.gz","A12V066_wkm4Pre_read2.fastq.gz","M2",0
"A12V095_d2Pre",8.71829130447183,"A12V095_d2Pre","A12V095 low dose IV BCG d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V095",3118,5.31,"low","d2",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V095_d2Pre_read1.fastq.gz","A12V095_d2Pre_read2.fastq.gz","M2",0.225246311776941
"A12V095_wk12Pre",8.13647502950054,"A12V095_wk12Pre","A12V095 low dose IV BCG wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V095",3118,5.31,"low","wk12",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V095_wk12Pre_read1.fastq.gz","A12V095_wk12Pre_read2.fastq.gz","M2",-0.356569963194346
"A12V095_wk2Pre",8.46153810451081,"A12V095_wk2Pre","A12V095 low dose IV BCG wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V095",3118,5.31,"low","wk2",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V095_wk2Pre_read1.fastq.gz","A12V095_wk2Pre_read2.fastq.gz","M2",-0.0315068881840812
"A12V095_wk4Pre",7.86705031388704,"A12V095_wk4Pre","A12V095 low dose IV BCG wk4","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V095",3118,5.31,"low","wk4",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V095_wk4Pre_read1.fastq.gz","A12V095_wk4Pre_read2.fastq.gz","M2",-0.625994678807849
"A12V095_wkm4Pre",8.49304499269489,"A12V095_wkm4Pre","A12V095 low dose IV BCG pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V095",3118,5.31,"low","pre",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V095_wkm4Pre_read1.fastq.gz","A12V095_wkm4Pre_read2.fastq.gz","M2",0
"A12V119_d2Pre",8.14851380885024,"A12V119_d2Pre","A12V119 low dose IV BCG d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V119",4018,4.59,"low","d2",96612,4.99,"60",1.79,"not_protected","ivbcg_dosecohort_processed.txt","A12V119_d2Pre_read1.fastq.gz","A12V119_d2Pre_read2.fastq.gz","M2",-0.0803128361766561
